product_id;product_code;product_desc;product_subgroup_desc;product_group_desc;product_subcat_desc;product_cat_desc
129773;dmndmy25;mysql 25 - database con spazio limitato a 25 mb;Shared hosting;Shared hosting;Shared hosting;Hosting
129779;dmndspazio100;dominiando spazio 100 (100 mb web, 10 email);Website Hosting;Website hosting;Basic Hosting;Hosting
129783;dmndspazio500;dominiando spazio 500 (500 mb web, 10 email);Website Hosting;Website hosting;Basic Hosting;Hosting
129784;dmndweb100;100 mb di spazio web;Website Hosting;Website hosting;Basic Hosting;Hosting
129785;dmndweb200;200 mb spazio web;Website Hosting;Website hosting;Basic Hosting;Hosting
129788;dmndwhoprv;private registration;Domain services;Domain services;Domain Names;Domains
129790;dmndwp50gb;hosting linux 50gb con wordpress;Website Hosting;Website hosting;Basic Hosting;Hosting
955;regcoma;Domain;Domain Names;Domainnames;Domain Names;Domains
959;regcouk;Domain;Domain Names;Domainnames;Domain Names;Domains
960;regcoza;Domain;Domain Names;Domainnames;Domain Names;Domains
962;reginfo;Domain;Domain Names;Domainnames;Domain Names;Domains
967;regmobi;Domain;Domain Names;Domainnames;Domain Names;Domains
968;regname;Domain;Domain Names;Domainnames;Domain Names;Domains
165;chgnl;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
166;chgno;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
176;chgph;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
178;chgpl;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
719;regtn;Domain;Domain Names;Domainnames;Domain Names;Domains
720;regto;Domain;Domain Names;Domainnames;Domain Names;Domains
722;regtr;Domain;Domain Names;Domainnames;Domain Names;Domains
724;regtv;Domain;Domain Names;Domainnames;Domain Names;Domains
725;regtw;Domain;Domain Names;Domainnames;Domain Names;Domains
727;regua;Domain;Domain Names;Domainnames;Domain Names;Domains
729;reguk;Domain;Domain Names;Domainnames;Domain Names;Domains
731;regus;Domain;Domain Names;Domainnames;Domain Names;Domains
736;regve;Domain;Domain Names;Domainnames;Domain Names;Domains
739;regvn;Domain;Domain Names;Domainnames;Domain Names;Domains
744;regye;Domain;Domain Names;Domainnames;Domain Names;Domains
747;regza;Domain;Domain Names;Domainnames;Domain Names;Domains
754;chgbiz;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
755;chgcat;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
756;chgcom;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
9481;deds_dellds45;Server Dell Quad E31230;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
9482;dedsup_ram4gb;Ram 4 GB;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
12922;smtp1000;smtp;Basic E-mail;Business E-mail;Communication;Applications
14101;dedsup_hdd240ssd;Hard disk 240 GB SSD;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
30684;regcare;Domain;Domain Names;Domainnames;Domain Names;Domains
31023;regdiscount;Domain;Domain Names;Domainnames;Domain Names;Domains
31024;regfitness;Domain;Domain Names;Domainnames;Domain Names;Domains
31623;spepack_key_entry;Keyword Adv Entry;Other add-on services;Other add-on services;Other add-on services;Other
31721;sslcert_sslwebsrvwc;SSL Certificate Web Server Wildcard;SSL certificates;SSL certificates;SSL certificates;Hosting
31803;reglife;Domain;Domain Names;Domainnames;Domain Names;Domains
32083;regwebsite;Domain;Domain Names;Domainnames;Domain Names;Domains
40145;domcruises;Domain;Domain Names;Domainnames;Domain Names;Domains
34564;regclick;Domain;Domain Names;Domainnames;Domain Names;Domains
34621;chgbio;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
34781;regpizza;Domain;Domain Names;Domainnames;Domain Names;Domains
34688;regbusiness;Domain;Domain Names;Domainnames;Domain Names;Domains
34689;regsoftware;Domain;Domain Names;Domainnames;Domain Names;Domains
34881;domtoday;Domain;Domain Names;Domainnames;Domain Names;Domains
35421;domuno;Domain;Domain Names;Domainnames;Domain Names;Domains
35483;domenterprises;Domain;Domain Names;Domainnames;Domain Names;Domains
35484;domgraphics;Domain;Domain Names;Domainnames;Domain Names;Domains
35485;domlighting;Domain;Domain Names;Domainnames;Domain Names;Domains
35486;domtips;Domain;Domain Names;Domainnames;Domain Names;Domains
35801;ecommercend_pro;ecommercend_pro;Webshop;Webshop;eCommerce;Applications
35882;domkiwi;Domain;Domain Names;Domainnames;Domain Names;Domains
35921;domphotos;Domain;Domain Names;Domainnames;Domain Names;Domains
35922;domshoes;Domain;Domain Names;Domainnames;Domain Names;Domains
49081;domhorse;Domain;Domain Names;Domainnames;Domain Names;Domains
49362;domgifts;Domain;Domain Names;Domainnames;Domain Names;Domains
49541;hypvvpsup_pleskunl;Plesk Unlimited;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
49781;dommarket;Domain;Domain Names;Domainnames;Domain Names;Domains
50001;hypvvpsup_ram8gb;hypvvpsup_ram8gb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
50650;deds2up_raid_lsi;LSI Raid Adapter;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50651;deds2up_ram_ddr3_16;16 GB DDR3;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50662;deds2_dellds61;deds2_dellds61;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50663;deds2up_c_xe3_1230v2;deds2up_c_xe3_1230v2;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50664;deds2up_raid_h200;deds2up_raid_h200;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50665;deds2up_band_30tb;deds2up_band_30tb;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50666;deds2up_raid_c_no;deds2up_raid_c_no;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50667;deds2up_hdd_2d_500;deds2up_hdd_2d_500;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50702;chgporn;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
50742;regstudio;Domain;Domain Names;Domainnames;Domain Names;Domains
50841;deds2up_ram_ddr3_32;deds2up_ram_ddr3_32;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
104962;deds2_dellsf71;Dell PowerEdge R440;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
65041;cdcb34f;PEC BASE;Certified E-mail;Business E-mail;Communication;Applications
65042;cdcb93f;PEC ADV;Certified E-mail;Business E-mail;Communication;Applications
65101;deds2up_rds_cal20;20 Licenze CAL Remote Desktop;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
65222;domswiss;Domain;Domain Names;Domainnames;Domain Names;Domains
65781;cdc1m3l;HOSTING CONDIVISO BASIC;Website Hosting;Website hosting;Basic Hosting;Hosting
65782;cdc30k5;DOMINIO - DNS + POSTA;Basic E-mail;Business E-mail;Communication;Applications
65783;cdca21f;HOSTING CONDIVISO HOME;Website Hosting;Website hosting;Basic Hosting;Hosting
65784;cdcaf25;UTENTE INTERFREE BASIC;Basic E-mail;Business E-mail;Communication;Applications
65785;cdcaf26;UTENTE INTERFREE BUSINESS;Basic E-mail;Business E-mail;Communication;Applications
162181;asspremium_wp;asspremium wordpress;Managed Services;Managed Services;Professional Hosting;Hosting
131925;deds2_dellf240;Dell PowerEdge R240;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
131926;deds2_dellf4401;Dell PowerEdge R440;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
131927;deds2_dellf4402;Dell PowerEdge R440;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
53341;deds2up_hdd_3s_4000;Hard Disk 4 TB 3.5 SATA;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
57681;dombarcelona;Domain;Domain Names;Domainnames;Domain Names;Domains
59241;hypvvpsup_band15tb;Traffic 15 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
60162;domgolf;Domain;Domain Names;Domainnames;Domain Names;Domains
63441;domshow;Domain;Domain Names;Domainnames;Domain Names;Domains
63701;domcourses;Domain;Domain Names;Domainnames;Domain Names;Domains
66221;regdoctor;Domain;Domain Names;Domainnames;Domain Names;Domains
75421;spid_piva;Spid partite iva;Other add-on services;Other add-on services;Other add-on services;Other
86206;design_simplysite;SimplySite - Personalizzazione;Consultancy services;Consultancy services;Consultancy services;Other
91281;domonl;Domain;Domain Names;Domainnames;Domain Names;Domains
99422;domeduit;Domain;Domain Names;Domainnames;Domain Names;Domains
116264;deds4up_ipv4_8free;8 Indirizzi IPv4;Other add-on services;Other add-on services;Other add-on services;Other
116266;deds4up_ram4r_64;64GB DDR4 ECC REG;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
116268;deds4up_ssdp_1000;Hard Disk 1TB SSD PRO;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
79782;sslcert_custom;SSL Certificate;SSL certificates;SSL certificates;SSL certificates;Hosting
62682;chgownsex;Change Ownership;Domain services;Domain services;Domain Names;Domains
59;chgdk;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
64;chgee;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
68;chges;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
70;chgeu;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
76;chgfr;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
603;regin;Domain;Domain Names;Domainnames;Domain Names;Domains
605;regiq;Domain;Domain Names;Domainnames;Domain Names;Domains
606;regir;Domain;Domain Names;Domainnames;Domain Names;Domains
608;regit;Domain;Domain Names;Domainnames;Domain Names;Domains
612;regjp;Domain;Domain Names;Domainnames;Domain Names;Domains
620;regkr;Domain;Domain Names;Domainnames;Domain Names;Domains
621;regkw;Domain;Domain Names;Domainnames;Domain Names;Domains
628;reglk;Domain;Domain Names;Domainnames;Domain Names;Domains
631;reglt;Domain;Domain Names;Domainnames;Domain Names;Domains
633;reglv;Domain;Domain Names;Domainnames;Domain Names;Domains
635;regma;Domain;Domain Names;Domainnames;Domain Names;Domains
636;regmc;Domain;Domain Names;Domainnames;Domain Names;Domains
638;regme;Domain;Domain Names;Domainnames;Domain Names;Domains
1631;locadmasia;Local admin-c .asia  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1861;ecommerce_pro;eCommerce Professional;Webshop;Webshop;eCommerce;Applications
1865;host_app_drpl;Drupal CMS;Shared hosting;Shared hosting;Shared hosting;Hosting
1871;hostingnew150;Hosting Business Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1679;chgowncomve;Change Ownership;Domain services;Domain services;Domain Names;Domains
1700;email5nodom;5 email addresses;Basic E-mail;Business E-mail;Communication;Applications
1125;chgownfr;Change Ownership;Domain services;Domain services;Domain Names;Domains
1113;chgownee;Change Ownership;Domain services;Domain services;Domain Names;Domains
1074;chgownbg;Change Ownership;Domain services;Domain services;Domain Names;Domains
1063;chgownar;Change Ownership;Domain services;Domain services;Domain Names;Domains
1054;chgownae;Change Ownership;Domain services;Domain services;Domain Names;Domains
29942;email10ox1q10;10 email addresses 10GB of space;Basic E-mail;Business E-mail;Communication;Applications
30381;deds_dellds46;Server Dell Quad E3-1230;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
30902;regclinic;Domain;Domain Names;Domainnames;Domain Names;Domains
31401;domxyz;Domain;Domain Names;Domainnames;Domain Names;Domains
31461;regaudio;Domain;Domain Names;Domainnames;Domain Names;Domains
31761;regglobal;Domain;Domain Names;Domainnames;Domain Names;Domains
33241;sregfr;sregfr;Domain Names;Domainnames;Domain Names;Domains
48821;hypv3up_win2012cal5;Windows Server 2012 Standard with 5 Client Access Licenses;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
48941;cpanelappjml10;Hosting App Joomla;Website Hosting;Website hosting;Basic Hosting;Hosting
49881;hypvvpsup_band12tb;Traffic 12 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
50361;domsurf;domsurf;Domain Names;Domainnames;Domain Names;Domains
50721;deds2_dellds31;Server Dell DS 3.1;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
131412;dmndpec2gb;casella di posta elettronica certificata da 2gb;Certified E-mail;Business E-mail;Communication;Applications
131415;dmndsvrwek;affitto mensile server virtuale per ospitalità siti wekids: hyper-v, 4 processori, 10 gb ram, 200 gb hd, 2 ip aggiuntivi.;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
131418;domxn--55qx5d;Domain;Domain Names;Domainnames;Domain Names;Domains
115601;sslcert_pos_dv_wc;SSL Certificate PositiveSSL DV Wildcard;SSL certificates;SSL certificates;SSL certificates;Hosting
85881;deds2up_c_xe3_1230v3;deds2up_c_xe3_1230v3;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
93781;duda_shop_10;Simply Shop Starter;Webshop;Webshop;eCommerce;Applications
98621;regeduit;Domain;Domain Names;Domainnames;Domain Names;Domains
107121;email1ox1q25;1 email address 25GB of space;Basic E-mail;Business E-mail;Communication;Applications
107122;email1ox1q50;1 email address 50GB of space;Basic E-mail;Business E-mail;Communication;Applications
108921;hypvvpsup_linux;Linux OS;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
111481;deds4_rt15;SuperMicro 6418A;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
121241;email5000;email5000;Basic E-mail;Business E-mail;Communication;Applications
125061;codi2gb;Conservazione sulla PEC - Upgrade spazio a 2GB;Certified E-mail;Business E-mail;Communication;Applications
126841;cpanelmono06;Hosting Cpanel Entry;Website Hosting;Website hosting;Basic Hosting;Hosting
52582;hypv3up_ipv4_4;4 Additional IPv4 addresses;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
64781;regshopping;Domain;Domain Names;Domainnames;Domain Names;Domains
116881;backup_srv_s100a1;backup_srv_s100a1;Backup and security;Backup and security;Professional Hosting;Hosting
61341;deds2up_ipv4_8free;8 direcciones IPv4;Other add-on services;Other add-on services;Other add-on services;Other
61343;deds2up_ipv6_1free;1 dirección IPv6;Other add-on services;Other add-on services;Other add-on services;Other
132701;pagamento_rata;Pagamento rata;Other add-on services;Other add-on services;Other add-on services;Other
141701;sslcert_inst_ov_s1;SSL Certificate InstantSSL OV 1 SAN;SSL certificates;SSL certificates;SSL certificates;Hosting
141702;sslcert_inst_ov_s16;SSL Certificate InstantSSL OV 16 SAN;SSL certificates;SSL certificates;SSL certificates;Hosting
141703;sslcert_inst_ov_s4;SSL Certificate InstantSSL OV 4 SAN;SSL certificates;SSL certificates;SSL certificates;Hosting
175421;assprem_email;Assistenza premium Email;Managed Services;Managed Services;Professional Hosting;Hosting
1275;chgowntw;Change Ownership;Domain services;Domain services;Domain Names;Domains
1279;chgownuk;Change Ownership;Domain services;Domain services;Domain Names;Domains
1281;chgownus;Change Ownership;Domain services;Domain services;Domain Names;Domains
1308;domcomag;Domain;Domain Names;Domainnames;Domain Names;Domains
1309;domcomar;Domain;Domain Names;Domainnames;Domain Names;Domains
1310;domcomau;Domain;Domain Names;Domainnames;Domain Names;Domains
1311;domcomaz;Domain;Domain Names;Domainnames;Domain Names;Domains
1312;domcombo;Domain;Domain Names;Domainnames;Domain Names;Domains
1313;domcombr;Domain;Domain Names;Domainnames;Domain Names;Domains
1314;domcombs;Domain;Domain Names;Domainnames;Domain Names;Domains
1315;domcomco;Domain;Domain Names;Domainnames;Domain Names;Domains
1316;domcomdo;Domain;Domain Names;Domainnames;Domain Names;Domains
1317;domcomes;Domain;Domain Names;Domainnames;Domain Names;Domains
407;dommz;Domain;Domain Names;Domainnames;Domain Names;Domains
412;domng;Domain;Domain Names;Domainnames;Domain Names;Domains
414;domnl;Domain;Domain Names;Domainnames;Domain Names;Domains
415;domno;Domain;Domain Names;Domainnames;Domain Names;Domains
419;domnz;Domain;Domain Names;Domainnames;Domain Names;Domains
420;domom;Domain;Domain Names;Domainnames;Domain Names;Domains
422;dompe;Domain;Domain Names;Domainnames;Domain Names;Domains
425;domph;Domain;Domain Names;Domainnames;Domain Names;Domains
426;dompk;Domain;Domain Names;Domainnames;Domain Names;Domains
427;dompl;Domain;Domain Names;Domainnames;Domain Names;Domains
428;dompm;Domain;Domain Names;Domainnames;Domain Names;Domains
429;dompn;Domain;Domain Names;Domainnames;Domain Names;Domains
431;domps;Domain;Domain Names;Domainnames;Domain Names;Domains
432;dompt;Domain;Domain Names;Domainnames;Domain Names;Domains
434;dompy;Domain;Domain Names;Domainnames;Domain Names;Domains
435;domqa;Domain;Domain Names;Domainnames;Domain Names;Domains
436;domre;Domain;Domain Names;Domainnames;Domain Names;Domains
437;domro;Domain;Domain Names;Domainnames;Domain Names;Domains
438;domrs;Domain;Domain Names;Domainnames;Domain Names;Domains
439;domru;Domain;Domain Names;Domainnames;Domain Names;Domains
441;domsa;Domain;Domain Names;Domainnames;Domain Names;Domains
445;domse;Domain;Domain Names;Domainnames;Domain Names;Domains
1967;host_nd_lx_plat;Hosting Platinum Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1968;host_nd_lx_prem;Hosting Premium Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1969;host_nd_ws_plat;Hosting Platinum Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1970;host_nd_ws_prem;Hosting Premium Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1984;bookingreg_setup;Booking Domain Set up;Domain services;Domain services;Domain Names;Domains
1792;recoverdomeu;rinnovo dominio scaduto .eu;Domain Names;Domainnames;Domain Names;Domains
1797;recoverdomit;rinnovo dominio scaduto .it;Domain Names;Domainnames;Domain Names;Domains
27463;email5ox2q5;5 email addresses 5GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
23324;regconstruction;Domain;Domain Names;Domainnames;Domain Names;Domains
23326;regtechnology;Domain;Domain Names;Domainnames;Domain Names;Domains
24141;regshoes;Domain;Domain Names;Domainnames;Domain Names;Domains
24522;sitelock20;SiteLock Premium;Backup and security;Backup and security;Professional Hosting;Hosting
24701;regmenu;Domain;Domain Names;Domainnames;Domain Names;Domains
24805;regcompany;Domain;Domain Names;Domainnames;Domain Names;Domains
24806;regsystems;Domain;Domain Names;Domainnames;Domain Names;Domains
25223;regsolutions;Domain;Domain Names;Domainnames;Domain Names;Domains
25441;sitelock10;SiteLock Basic;Backup and security;Backup and security;Professional Hosting;Hosting
35961;spepack_soc_pro;spepack_soc_pro;Other add-on services;Other add-on services;Other add-on services;Other
36061;domgratis;Domain;Domain Names;Domainnames;Domain Names;Domains
36221;domrecipes;Domain;Domain Names;Domainnames;Domain Names;Domains
36381;sdompt;sdompt;Domain Names;Domainnames;Domain Names;Domains
36441;email10ox2q5;10 email Pro addresses 5GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36681;domcenter;Domain;Domain Names;Domainnames;Domain Names;Domains
37021;o365_bus_prem3;Office Premium 3 licenze;Office 365;Office 365;Communication;Applications
37022;domcoffee;Domain;Domain Names;Domainnames;Domain Names;Domains
37282;regcasa;Domain;Domain Names;Domainnames;Domain Names;Domains
51801;deds2up_hdd_2s_2000;deds2up_hdd_2s_2000;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51841;regrent;Domain;Domain Names;Domainnames;Domain Names;Domains
51921;hypv3up_ipv4_2;2 Indirizzi IPv4 aggiuntivi;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
51962;cpanelmono05;Hosting Linux DominioPro;Website Hosting;Website hosting;Basic Hosting;Hosting
52001;hypv3up_managed;Server Management Service;Managed Cloud Servers;Managed Cloud Servers;Professional Hosting;Hosting
41781;dombar;Domain;Domain Names;Domainnames;Domain Names;Domains
41801;domnyc;Domain;Domain Names;Domainnames;Domain Names;Domains
41822;dombid;Domain;Domain Names;Domainnames;Domain Names;Domains
42021;domconsulting;Domain;Domain Names;Domainnames;Domain Names;Domains
42022;domtools;Domain;Domain Names;Domainnames;Domain Names;Domains
42421;o365_bus_ess10;Office Online 10 licenze;Office 365;Office 365;Communication;Applications
42541;dommedia;Domain;Domain Names;Domainnames;Domain Names;Domains
43041;regschool;Domain;Domain Names;Domainnames;Domain Names;Domains
135901;spid_rao_assistenza;Canone annuale assistenza Spid per RAO;Other add-on services;Other add-on services;Other add-on services;Other
135902;spid_rao_canone;Canone annuale BO de-visu per RAO spid;Other add-on services;Other add-on services;Other add-on services;Other
135903;spid_rao_formazione;Setup e Formazione per RAO spid;Other add-on services;Other add-on services;Other add-on services;Other
136682;gtld_special;Gtld Special Service;Domain services;Domain services;Domain Names;Domains
126761;cpanelmono11;Hosting Cpanel Professional;Website Hosting;Website hosting;Basic Hosting;Hosting
126762;cpanelmono21;Hosting Cpanel Business;Website Hosting;Website hosting;Basic Hosting;Hosting
126901;domxn--fiqs8s;Domain;Domain Names;Domainnames;Domain Names;Domains
126941;backup_acr_1tb;Acronis Cyber Backup 1TB;Backup and security;Backup and security;Professional Hosting;Hosting
128362;pecquota5;Quota aggiuntiva per casella PEC 5 GB;Certified E-mail;Business E-mail;Communication;Applications
60663;chgownspace;Change Ownership;Registry Services;Domain services;Domain Names;Domains
65521;domshop;Domain;Domain Names;Domainnames;Domain Names;Domains
65801;cdcb43f;POSTA ELETTRONICA EMAILPRO ADV;Basic E-mail;Business E-mail;Communication;Applications
65862;domrent;Domain;Domain Names;Domainnames;Domain Names;Domains
66541;sdomde;Domain Express;Domain Names;Domainnames;Domain Names;Domains
105024;rankingcoach_00;Ranking Coach Account Basic Plan;Other add-on services;Other add-on services;Other add-on services;Other
52163;deds2up_hdd_2d_1000;deds2up_hdd_2d_1000;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
65481;chgownshop;Change Ownership;Domain services;Domain services;Domain Names;Domains
68482;premsupport_5h;5h Assistenza Tecnica Premium;Managed Services;Managed Services;Professional Hosting;Hosting
68961;sdomru;Basic Domain;Domain Names;Domainnames;Domain Names;Domains
82561;email1ox1q2;1 email address 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
82562;email1ox1q5;1 email address 5GB of space;Basic E-mail;Business E-mail;Communication;Applications
89441;domeco;Domain;Domain Names;Domainnames;Domain Names;Domains
91661;assprem_bulktransfer;Trasferimento domini in bulk;Registry Services;Domain services;Domain Names;Domains
59121;hypvvpsup_band10tb;hypvvpsup_band10tb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
59702;deds2up_port100mb;100 Mb/s Network Port;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
65901;cdcaf12;SPAZIO DISCO BACKUP 10 GB;Backup and security;Backup and security;Professional Hosting;Hosting
65981;cdcaf27;1 GB DI POSTA AGGIUNTIVO;Basic E-mail;Business E-mail;Communication;Applications
65983;cdcb95f;PEC - 1GB SPAZIO AGGIUNTIVO;Certified E-mail;Business E-mail;Communication;Applications
65984;sdomch;Domain Express;Domain Names;Domainnames;Domain Names;Domains
66301;sregcouk;Basic Domain;Domain Names;Domainnames;Domain Names;Domains
89541;duda_00;Micro Site;SiteBuilder;SiteBuilder;Other Applications;Applications
107781;chgradio;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
109603;deds4up_c_ac2550;Intel® Atom® CPU C2250 @ 2.40GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
109604;deds4up_ipv4_1free;1 Indirizzo IPv4;Other add-on services;Other add-on services;Other add-on services;Other
109605;deds4up_plesk_free;Plesk Web Admin (10 Domains) (Free);Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
109606;deds4up_port100mb;100 Mb/s Network Port;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
174682;obp_gbmonitor;Global Brand Monitoring Corsearch;Other add-on services;Other add-on services;Other add-on services;Other
1072;chgownbe;Change Ownership;Domain services;Domain services;Domain Names;Domains
1093;chgownch;Change Ownership;Domain services;Domain services;Domain Names;Domains
1098;chgowncn;Change Ownership;Domain services;Domain services;Domain Names;Domains
231;chguk;Domain Transfer;Registry Services;Domain services;Domain Names;Domains
233;chgus;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
794;regbiz;Domain;Domain Names;Domainnames;Domain Names;Domains
796;regcom;Domain;Domain Names;Domainnames;Domain Names;Domains
809;regnet;Domain;Domain Names;Domainnames;Domain Names;Domains
810;regorg;Domain;Domain Names;Domainnames;Domain Names;Domains
813;regtel;Domain;Domain Names;Domainnames;Domain Names;Domains
815;sdomes;Domain;Domain Names;Domainnames;Domain Names;Domains
816;sdomeu;Domain;Domain Names;Domainnames;Domain Names;Domains
817;sdomit;Domain;Domain Names;Domainnames;Domain Names;Domains
819;sregeu;Domain;Domain Names;Domainnames;Domain Names;Domains
820;sregit;Domain;Domain Names;Domainnames;Domain Names;Domains
826;bandw50;50 GB  monthly additional traffic;Shared hosting;Shared hosting;Shared hosting;Hosting
1253;chgownsn;Change Ownership;Domain services;Domain services;Domain Names;Domains
1250;chgownsk;Change Ownership;Domain services;Domain services;Domain Names;Domains
10602;dedsup_ram32gb;Ram 32 GB;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
11601;dedsup_raid1;Raid 1;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
12161;deds_dellcs5;Server Dell Dual CS5;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
12163;dedsup_ram12gb;Ram 12 GB;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
28604;hypvlc_base;Virtual Server;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
28606;hypvlcup_cpu1;1 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
28608;hypvlcup_ram1gb;Ram 1 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
28881;email25ox1q10;25 email addresses 10GB of space;Basic E-mail;Business E-mail;Communication;Applications
28882;email5ox1q2;5 email addresses 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
28883;o365_exchange1;Email Exchange 1 licenza;Office 365;Office 365;Communication;Applications
29091;o365_exchange5;Email Exchange 5 licenze;Office 365;Office 365;Communication;Applications
29181;o365_exchange10;Email Exchange 10 licenze;Office 365;Office 365;Communication;Applications
29182;o365_exchange25;Email Exchange 25 licenze;Office 365;Office 365;Communication;Applications
29185;email3ox1q5;3 email addresses 5GB of space;Basic E-mail;Business E-mail;Communication;Applications
29301;email25ox1q2;25 email addresses 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
29323;regservices;Domain;Domain Names;Domainnames;Domain Names;Domains
40305;hypv3up_hdd20gb;Hard disk 20 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
40306;hypv3up_ram1gb;Ram 1 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
40386;fepa;FEPA;Other add-on services;Other add-on services;Other add-on services;Other
40483;regfashion;Domain;Domain Names;Domainnames;Domain Names;Domains
40541;domrentals;domrentals;Domain Names;Domainnames;Domain Names;Domains
40505;dommoda;Domain;Domain Names;Domainnames;Domain Names;Domains
40508;domservices;Domain;Domain Names;Domainnames;Domain Names;Domains
40542;regwedding;Domain;Domain Names;Domainnames;Domain Names;Domains
41581;domindustries;Domain;Domain Names;Domainnames;Domain Names;Domains
41842;dommaison;Domain;Domain Names;Domainnames;Domain Names;Domains
